affinity_name,status_report,offer_number,policy_number,zipcode_link,zip4,birth_date,brand,date_offer,date_request,policy_start_date,premium,buildyear_car,buildmonth_car,wa,wa_bep_ca,wa_ca,updated_on,policy_continuation_date,policy_start_date_pol,policy_lastchange_date,premium_wa,premium_other,zipcode_link_pol,zip4_pol,place_residence,birth_date_pol,gender,private_commercial,bonus_malus_percent,other_cover,premium_other_incl_discount,worth_car,brand_pol,builddate_car,weight_car,mileage_car,power_car,fuel_car,chassis,drive,turbo,transmission,zip4_reg,PROVINCE,URB,INCOME,SOCCL_A,SOCCL_B1,SOCCL_B2,SOCCL_C,SOCCL_D,EDU_HIGH,EDU_MID,EDU_LOW,DINK,OWN_HOUSE,AVG_HOUSE,RENT_PRICE,STAGE_OF_LIFE,SINGLE,FAM,FAM_WCHILD,SINGLES_YOUNG,SINGLES_MID,SINGLES_OLD,FAM_CHILD_Y,FAM_CHILD_O,FAM_WCHILD_Y,FAM_WCHILD_MED,FAM_WCHILD_OLD,CIT_HOUSEHOLD,LOAN,SAVINGS,SHOP_ONLINE,CAR,conv,churn
other,Incompleterequest,1041,,10032,5051,1963-03-01,PEUGEOT,2018-10-19,,,440.52,2015.0,February,,,Y,2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,5051.0,North Brabant,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,11.0,,9.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,5.0,3.0,5.0,0,-1
other,Policycreated,1042,10016.0,10032,5051,1961-02-01,PEUGEOT,2018-10-20,2018-10-20,2018-12-01,490.32,2015.0,February,,,Y,2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,5051.0,North Brabant,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,11.0,,9.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,5.0,3.0,5.0,1,1
Seguros International Ltd.,Incompleterequest,1043,,10033,8262,1986-04-01,OPEL,2018-10-20,,,580.92,2013.0,June,,,Y,2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,8262.0,Overijssel,4.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,0,-1
Seguros International Ltd.,Policycreated,1044,10017.0,10033,8262,1986-04-01,OPEL,2018-10-20,2018-10-22,2018-10-23,580.92,2013.0,June,,,Y,2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,8262.0,Overijssel,4.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,1,1
Insuro,Incompleterequest,1045,,10034,3845,1978-03-01,FORD,2018-10-20,,,373.56,2011.0,October,,Y,,2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,3845.0,Gelderland,4.0,,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,5.0,9.0,,6.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,5.0,0,-1
Insuro,Incompleterequest,1046,,10035,3074,1979-08-01,VOLKSWAGEN,2018-10-20,,,739.68,2007.0,March,,Y,,2018-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,3074.0,South Holland,1.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,7.0,1.0,5.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,0,-1
Seguros International Ltd.,Calculatenewpremium,1047,,10036,5954,1969-12-01,MERCEDES-BENZ,2018-10-21,,,702.24,2004.0,August,,,Y,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,5954.0,Limburg,7.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,5.0,9.0,,9.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,0,-1
Insuro,Calculatenewpremium,1048,,10027,1901,1995-07-01,VOLKSWAGEN,2018-10-21,,,,2011.0,August,N,N,N,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,1901.0,North Holland,4.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,8.0,,9.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,6.0,5.0,5.0,0,-1
Insuro,Incompleterequest,1049,,10037,3031,1988-04-01,VOLKSWAGEN,2018-10-21,,,526.8,2007.0,January,Y,,,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,3031.0,South Holland,1.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,5.0,9.0,2.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,0,-1
Insuro,Requestwithdrawn,1050,10018.0,10038,2544,1993-09-01,SEAT,2018-10-21,2018-10-21,2018-10-22,430.32,2006.0,January,Y,,,2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,2544.0,South Holland,1.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,3.0,1.0,3.0,9.0,6.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,0,1
Insuro,Calculatenewpremium,1051,,10039,2726,1984-05-01,FORD,2018-10-22,,,348.96,2011.0,October,,,Y,2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,2726.0,South Holland,2.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,4.0,7.0,11.0,4.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,3.0,5.0,4.0,4.0,6.0,4.0,0,-1
other,Incompleterequest,1052,,10040,2289,1959-12-01,SEAT,2018-10-22,,,297.96,2012.0,December,Y,,,2018-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,2289.0,South Holland,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,9.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,0,-1
other,Calculatenewpremium,1053,,10041,5964,1961-09-01,FORD,2018-10-23,,,581.16,2017.0,July,,,Y,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,5964.0,Limburg,7.0,6.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,4.0,9.0,,9.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,5.0,3.0,6.0,5.0,5.0,0,-1
other,Calculatenewpremium,1054,,10042,2582,,AUDI,2018-10-23,,,1542.36,2003.0,August,,Y,,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,2582.0,South Holland,1.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,6.0,11.0,1.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,5.0,6.0,1.0,0,-1
Seguros International Ltd.,Policycreated,1055,10019.0,10043,6824,1972-02-01,FORD,2018-10-23,2018-10-23,2018-11-01,509.64,2012.0,March,,,Y,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,6824.0,Gelderland,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,8.0,,6.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,3.0,5.0,4.0,6.0,6.0,4.0,1,1
Insuro,Incompleterequest,1056,,10044,8252,1960-10-01,SUZUKI,2018-10-23,,,209.64,2000.0,October,Y,,,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,8252.0,Flevoland,4.0,,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,11.0,,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,5.0,6.0,6.0,5.0,0,-1
Insuro,Incompleterequest,1057,,10045,8253,1960-10-01,SUZUKI,2018-10-23,,,254.52,2000.0,October,Y,,,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,8253.0,Flevoland,4.0,,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,5.0,6.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,5.0,0,-1
Insuro,Policycreated,1058,10020.0,10045,8253,1962-11-01,TOYOTA,2018-10-23,2018-10-23,2018-12-01,481.2,2016.0,May,,,Y,2018-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,8253.0,Flevoland,4.0,,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,5.0,6.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,5.0,1,1
Insuro,Policycreated,1059,10021.0,10045,8253,1960-10-01,SUZUKI,2018-10-23,2018-10-23,2018-12-01,207.12,2000.0,October,Y,,,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,8253.0,Flevoland,4.0,,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0,5.0,6.0,,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,5.0,1,1
other,Policycreated,1060,10022.0,10046,3892,1955-07-01,FORD,2018-10-24,2018-10-24,2018-10-25,316.44,2007.0,June,,,Y,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,3892.0,Flevoland,4.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,5.0,11.0,,6.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,6.0,6.0,5.0,1,1
other,Policycreated,1061,10023.0,10046,3892,1955-01-01,VOLKSWAGEN,2018-10-24,2018-10-24,2018-10-25,588.0,2013.0,November,,,Y,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,3892.0,Flevoland,4.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,5.0,11.0,,6.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,1.0,6.0,6.0,5.0,1,1
Insuro,Calculatenewpremium,1062,,10047,8225,1989-07-01,VOLKSWAGEN,2018-10-24,,,275.04,1999.0,March,,Y,,2018-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,8225.0,Flevoland,3.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,6.0,,9.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,0,-1
other,Policycreated,1063,10024.0,10048,3135,1960-06-01,LANCIA,2018-10-25,2018-10-25,2018-11-30,301.56,2006.0,April,,Y,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,3135.0,South Holland,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,7.0,6.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1,1
Seguros International Ltd.,Policycreated,1064,10025.0,10015,3077,1966-08-01,OPEL,2018-10-25,2018-10-25,2018-10-28,381.84,2005.0,August,Y,,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,3077.0,South Holland,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,5.0,2.0,6.0,5.0,5.0,,8.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,5.0,5.0,6.0,5.0,1,1
Insuro,Policycreated,1065,10026.0,10049,1066,1994-11-01,PEUGEOT,2018-10-25,2018-10-25,2018-10-26,489.48,2006.0,May,,Y,,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,1066.0,North Holland,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,10.0,7.0,4.0,4.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,6.0,4.0,6.0,6.0,1.0,1,1
other,Incompleterequest,1066,,10050,3905,1948-12-01,VOLKSWAGEN,2018-10-25,,,518.64,2016.0,July,,,Y,2018-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,3905.0,Utrecht,3.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,6.0,9.0,3.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,0,-1
Insuro,Incompleterequest,1067,,10051,5731,1959-01-01,HONDA,2018-10-26,,,599.28,2009.0,July,,,Y,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,5731.0,North Brabant,5.0,6.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,12.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,0,-1
Insuro,Incompleterequest,1068,,10052,1213,1955-03-01,RENAULT,2018-10-26,,,1319.76,2010.0,March,,Y,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,1213.0,North Holland,3.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,13.0,,6.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,5.0,3.0,4.0,6.0,5.0,0,-1
Insuro,Policycreated,1069,10027.0,10053,3903,1969-10-01,SUZUKI,2018-10-26,2018-10-26,2018-10-29,230.28,2006.0,March,,Y,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,3903.0,Utrecht,3.0,6.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,5.0,9.0,,6.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,6.0,1.0,6.0,6.0,5.0,1,1
Insuro,Incompleterequest,1070,,10053,3903,1999-06-01,SUZUKI,2018-10-26,,,641.88,2006.0,March,,Y,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,3903.0,Utrecht,3.0,6.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,5.0,9.0,,6.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,6.0,1.0,6.0,6.0,5.0,0,-1
Insuro,Incompleterequest,1071,,10051,5731,1959-01-01,HONDA,2018-10-26,,,599.28,2009.0,July,,,Y,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,5731.0,North Brabant,5.0,6.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,12.0,,9.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,5.0,0,-1
Insuro,Calculatenewpremium,1072,,10054,2563,1980-09-01,PEUGEOT,2018-10-26,,,179.16,2001.0,March,Y,,,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,2563.0,South Holland,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,6.0,11.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,6.0,2.0,0,-1
Insuro,Incompleterequest,1073,,10055,6845,1960-11-01,RENAULT,2018-10-27,,,267.48,2000.0,January,Y,,,2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,6845.0,Gelderland,2.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,9.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,0,-1
Seguros International Ltd.,Policycreated,1074,10028.0,10056,3522,1965-08-01,TOYOTA,2018-10-27,2018-10-29,2019-01-01,266.14,2009.0,November,,Y,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,3522.0,Utrecht,1.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,5.0,10.0,,1.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,6.0,6.0,2.0,1,1
Insuro,Calculatenewpremium,1075,,10057,1827,1995-07-01,SEAT,2018-10-27,,,,2018.0,October,N,N,N,2018-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,1827.0,North Holland,3.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,5.0,7.0,,4.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,6.0,5.0,0,-1
other,Incompleterequest,1076,,10058,3145,1962-02-01,OPEL,2018-10-28,,,387.0,2018.0,September,,,Y,2018-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,3145.0,South Holland,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,5.0,10.0,,6.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,6.0,2.0,6.0,6.0,5.0,0,-1
other,Policycreated,1077,10029.0,10059,3192,1965-10-01,HYUNDAI,2018-10-28,2018-10-28,2018-12-01,356.28,2005.0,September,,Y,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,3192.0,South Holland,4.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,6.0,4.0,6.0,11.0,6.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,1,1
other,Policycreated,1078,10030.0,10060,4251,1976-05-01,AUDI,2018-10-29,2018-10-29,2018-11-02,667.68,2016.0,December,,,Y,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,4251.0,North Brabant,5.0,6.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,9.0,,9.0,2.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,6.0,5.0,5.0,1,1
other,Policycreated,1079,10031.0,10060,4251,1976-05-01,MAZDA,2018-10-29,2018-10-29,2018-11-02,531.6,2012.0,January,,,Y,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,4251.0,North Brabant,5.0,6.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,9.0,,9.0,2.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,6.0,5.0,5.0,1,1
Seguros International Ltd.,Policycreated,1080,10032.0,10061,2023,1993-09-01,FIAT,2018-10-29,2018-10-29,2018-11-17,266.4,2002.0,November,Y,,,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,North Holland,2.0,1.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,6.0,4.0,10.0,6.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,6.0,3.0,1,1
Seguros International Ltd.,Calculatenewpremium,1081,,10062,2991,1991-04-01,RENAULT,2018-10-29,,,608.52,2006.0,February,,,Y,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,2991.0,South Holland,4.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,6.0,9.0,6.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,0,-1
Insuro,Calculatenewpremium,1082,,10063,6214,1973-03-01,FORD,2018-10-29,,,416.4,2001.0,June,,,Y,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,6214.0,Limburg,2.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,4.0,4.0,9.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,0,-1
Insuro,Incompleterequest,1083,,10064,5627,1998-08-01,CITROEN,2018-10-29,,,537.24,2005.0,November,,Y,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,5627.0,North Brabant,2.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,7.0,11.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0,-1
other,Calculatenewpremium,1084,,10065,7482,1962-02-01,BMW,2018-10-29,,,423.0,2009.0,February,,Y,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,7482.0,Overijssel,4.0,6.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,10.0,,9.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,0,-1
other,Calculatenewpremium,1085,,10065,7482,1962-02-01,CITROEN,2018-10-29,,,208.44,2005.0,September,Y,,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,7482.0,Overijssel,4.0,6.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,10.0,,9.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,3.0,5.0,0,-1
Seguros International Ltd.,Incompleterequest,1086,,10066,4651,1971-11-01,VOLKSWAGEN,2018-10-29,,,555.24,2011.0,January,,,Y,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,4651.0,North Brabant,5.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,,1.0,5.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0,-1
other,Incompleterequest,1087,,10067,2011,1986-03-01,TOYOTA,2018-10-29,,,331.68,2000.0,April,Y,,,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,North Holland,2.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,11.0,,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,3.0,0,-1
other,Policycreated,1088,10033.0,10068,2957,2000-06-01,SEAT,2018-10-30,2018-10-30,2018-10-31,792.6,2005.0,April,,Y,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,2957.0,South Holland,6.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,10.0,,6.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,6.0,2.0,4.0,6.0,5.0,1,1
other,Incompleterequest,1089,,10069,6245,1992-10-01,OPEL,2018-10-31,,,521.4,2009.0,June,,Y,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,6245.0,Limburg,6.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,10.0,5.0,9.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,0,-1
other,Calculatenewpremium,1090,,10070,4251,1969-08-01,FORD,2018-10-31,,,1025.52,2013.0,May,,,Y,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,4251.0,North Brabant,5.0,6.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,10.0,,6.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,6.0,2.0,6.0,5.0,5.0,0,-1
other,Policycreated,1091,10034.0,10069,6245,1992-10-01,OPEL,2018-10-31,2018-10-31,2018-11-01,521.4,2009.0,June,,Y,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,6245.0,Limburg,6.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,5.0,4.0,10.0,5.0,9.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,5.0,1,1
Insuro,Incompleterequest,1092,,10071,1061,1982-01-01,OPEL,2018-10-31,,,510.36,2006.0,September,,Y,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,1061.0,North Holland,1.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,7.0,11.0,6.0,3.0,5.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,6.0,4.0,2.0,4.0,1.0,0,-1
Insuro,Incompleterequest,1093,,10072,1621,1987-07-01,OPEL,2018-10-31,,,0.0,2010.0,April,N,N,Y,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,1621.0,North Holland,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,8.0,8.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,6.0,4.0,0,-1
Insuro,Incompleterequest,1094,,10073,2911,1957-07-01,FIAT,2018-10-31,,,330.24,2002.0,December,Y,,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,2911.0,South Holland,4.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,6.0,4.0,8.0,9.0,6.0,2.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0,6.0,6.0,5.0,0,-1
other,Calculatenewpremium,1095,,10074,3355,1959-03-01,KIA,2018-10-31,,,504.6,2012.0,April,,,Y,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,3355.0,South Holland,4.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,6.0,5.0,10.0,,6.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,6.0,4.0,0,-1
Insuro,Policycreated,1096,10035.0,10021,2331,1963-10-01,SUZUKI,2018-10-31,2018-10-31,2018-11-01,377.76,1998.0,August,Y,,,2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,2331.0,South Holland,2.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,7.0,9.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,2.0,1,1
other,Calculatenewpremium,1097,,10075,1018,1944-07-01,CITROEN,2018-11-01,,,315.48,2017.0,March,,,Y,2018-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,1018.0,North Holland,1.0,6.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,11.0,,2.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,1.0,0,-1
